,posts,sentiment
14,"Wong said that it was a very unpredictable situation. -w...n-workers/In a press conference on Apr. 9, Minister for National Development Lawrence Wong said that if he had known about how cases in foreign worker dormitories would later ""explode"" into big clusters, he would have done things differently.  ""Unfortunately, we do not have the luxury of the benefit of hindsight.""In a press conference on Apr. 9, Minister for National Development Lawrence Wong said that if he had known about how cases in foreign worker dormitories would later ""explode"" into big clusters, he would have done things differently.Wong was responding to a question asking if there anything that could have been done to avoid having to quarantine thousands of migrant workers.Cases in dormitories becoming large clusters""The virus is moving so quickly. If I'd known, I would have done things differently. But no one can tell the next step.""Wong said that it was a very ""unpredictable"" situation where the virus spreads very quickly. He pointed out that previously, there have been cases in foreign worker dormitories. However, they ""never exploded into big clusters.""""But this time it happened,"" he said.Wong also explained that a single lapse by an individual who continues to go to work, and interact with others, can easily end up spreading the virus to many others.He emphasised a need for a proper system to screen these foreign workers, and separate the sick from the healthy.To contain the spread of the virus across the dormitories, Wong said that they have to put in all the resources they can muster.",0.02914285714285714
15,"Exactly. Sure majority of infections are in dorms which are isolation areas and that community spread is low. But just look at the numbers, I would not be surprised if we reach 10k within the week (of course I hope not). 


If there's no extension I fear gahmen is gonna make the same mistake as they did with the worker dorms. But this time our healthcare system is gonna suffer.",0.15
16,And they sail back home.. haha,0.1
17,DEPORT ALL FTRASH .FWs are our frens. They built this nation. Dun associate with Ftrash.,0.0
18,"there are many homeless ppl in sg...living worse than these FW...and no one is doing anythingExactly, many of the homeless are sinkie",0.19999999999999998
19,stand so far with mask on. i dun think can hear what Sham is saying .,-0.05
20,"if u work in civil/public service, u know the top mgmt are not decisive one and will implement changes day by day, simply reactive. So u know what to expect with the governing body",0.25
21,I broke down the numbers (theory only) on this other thread. ,-0.09351851851851851
22,pls dont be lazy and do some reading upit has already been proven that the elderly are most vulnerable and susceptible due to existing health conditions and most of these FT workers are generally young and fit physicallyLook at the profile of dead Health Workers in the UK - lots of younger people.,0.04722222222222222
23,if tomorrow STI still green or little red consperm manipulated,-0.12916666666666668
24,"We can’t wait for consumers to change things. It’s not like we have a choice between buying and not buying housing - the alternative is homelessness and all homes in Singapore are essentially built by foreign workers. 

If it is really the case that there is no other way to improve their living condition other than increasing housing prices or tax funded subsidies, then so be it. The government should explain clearly how much the increased regulation is likely to cost and impose the regulation anyway. A lot of things increase businesses costs, including foreign worker levy. But we still do it because the benefits are worth it. This is the same. We are one of the richest countries in the world. We can afford to let foreign worker live in more humane conditions without bankrupting our country. 

At the same time, there is evidence to show that dorm operators are making huge profits. If this is the case, then some of those profits should go towards improving worker living conditions. They shouldn’t be allowed to profit off of exploiting workers.",0.08742897727272728
25,"can u imagine the contract tracing police teams.today got 120 new cases to trace but for some cases from previous days, they might not even have cracked the cases yet.if this keeps up, eventually they cannot do contact tracing alr.",-0.015151515151515152
26,"Unique person swabbed as of the following dates:07 April 47,48614 April 59,73720 April 82,64427 April 99,929so around 2.4k person tested a day since 20 to 27 April.I like how 158th report using total number of tests and not unique person tested.Now majority of sinkies thought we are testing 8k people a day but in actual reality its way lower.",0.0375
27,"Design and Built according to specifications at that time and inspected and approved by BCA before TOP.When Jo Jo claimed not in requirements, she blaming BCA?BCA under Law Wong?If you see this thread below, she don't give a damn about safe social distancing either:-Compact-l...distancingCorrect....BCA is under the charge of MND and AhWong is the minister in charge........ ",0.26666666666666666
28,66 new unlinked. Really is play circuit breaker.,0.16818181818181818
29,"Relax , it just a normal flu",0.15
30,How many incubated case come off them is there a record of these?Of one by one gg?,0.5
31,I waiting for 4 digit to buy 4dbut sg pools closed ,-0.1
32,"Exactly, i told my mum she say i BS. Dun anyhow say.Not only the elderies ah, i know a growing group of people staying off social media cos understandably its mentally exhausting to go through covid news day in day out.. Somehow i just wished they can do away half baked measures now.",-0.056666666666666664
33,this is a major fark up,0.0625
34,finally got new cluster today.garmen should just come out n say that we won't exit CB as long dorm FWs aren't 100% recovered coz sinkies working there are getting infected.,0.028787878787878782
35,"Lawrence Wong must be thinking: ""KNN Gan Boh Yong, you paid more than me still so lazy, still ask to to clear your shite in front of the journalists.""My monkey has psychic ability, if you mess with him, he will fark you. HardwareZone Forums appThis is the kind of colleagues u normally find in any toxic working environment in sinkie.... got credit first come out to claim is his effort, got problem come out 1st one to point fingers",0.140625
36,Anyone heard pinky speech? Such hypocrisy. Years of exploitation. Now got exposed and start to appreciate foreign workers. Locked them down last week and condemn all to their death. Then got petition and now suddenly pretend to do all he can to help.Exploit?! Free market yo. If they are not happy with wages or living conditions they can always fark back off,-0.035069444444444445
37,"Her uselessness caused everyone so much workSent from POFMA - I Am The Truth. Oh, What's The Point Of Your Question? using GAGT",0.2
38,Singapore cluster.Sent from By Baba yaga At Your Pigu Dong using GAGT,0.0
39,From no hoper in Asia suddenly we can qualify for Asian Wuhan cupDishonourable Son is the most Sia Suay Arsehole in Singapore HardwareZone Forums appWe are now in the podium position (3rd) for the Asia cup. Thank You PAP!,0.125
40,Song bo?              ,0.0
41,Do you have a solution to these problem? Lets hear it....Tekong has many empty buildings.,0.2
42,"And now you want to start calling names instead of addressing the issue on hand. Your attitude (I hope) is not maintained in real life. Contrary to what you have said, your attitude would severely limit your social life and work. Imagine dealing with a nincompoop who starts tell people that they are being dicks when they are called out to be wrong or bullshit.",-0.08888888888888889
43,Everybody initially worried chinese. Indians are the biggest disease,0.0
44,How come this biatch no need any accountability and still continue to draw millions?Because pap is above the law.,0.0
45,wow is this insider news?,0.1
46,agreed. however it's not just the companies at fault -- government regulations allowed these workers to be squeezed together like that in the first place. not just in the dorms but in the back of lorries too. so go for the companies that profited off these AND push the govt to finally give these foreign labourers the decent living conditions they deserve.,0.05833333333333333
47,"I just never knew there were large amounts of migrant workers driving cars around lmao

or is it motorcycles

or do they just not like certain races

¯\\\_(ツ)\_/¯",0.3428571428571428
48,We also whack quite a few EP holders and their employers if u rememberthat one is nv obey SHN/ LOA.  this one is never obey CB.,-0.2
49,"Similar to what i posted about nurse wages, we might have to pay more for houses/renovation but maybe dorm owners and construction company bosses shouldn't be making as much as they are.

There was that post recently about a dorm owner's wife giving a tour of her Sentosa cove house and that's probably not her only one.",0.13999999999999999
50,Local die didn't come down...FT die need to rush down ,-0.07777777777777779
51,Circuit breaker lai liao,0.0
52,Suggest to put them in hotels.. raid the reserves!Posted from PCWX using SM-G985F,0.0
53,"Pray tell, what skills do they possess that they have to specially recruit ex-regulars?Probably most of them drive grab or doing security so it's a no-brainer that they will accept the job.Lest it slips my mind, you are one with the Twelve, no?",0.4285714285714286
54,I literally shouted WTF in my living room when I saw the thread title... JI BAI DAIJI DUA TIAO LIAO!!!! ,-1.0
55,sibei jialat.now then they realize mustafa is danger zone,0.0
56,yah i was gonna be a last min videographer lucky my mom said don't go omg,0.16666666666666666
57,"There are more than 40,000 Malaysians still in Singapore and the Malaysian state of Johor hopes that Singapore will make exemptions for them to be tested for Covid-19 before they are allowed to return to the state.More Malaysian workers are making their way back from Singapore after the Republic began implementing stricter measures to address the pandemic under a period known as the ""circuit breaker"". The measures which began on April 7 and will go on until May 4 have seen most workplaces and schools closed in order to reduce the risk of infections.Currently, Malaysians who test negative in Singapore will be able to go home and be quarantined there, while those without any certification or prior testing will be required to undergo compulsory 14-day quarantine at one of the government centres statewide.Johor Mentri Besar Hasni Mohammad said the state was working with the Malaysian Ministry of Foreign Affairs to discuss the matter with their counterpart in Singapore given that the city-state presently does not conduct Covid-19 tests unless a person has showed symptoms.Singapore's High Commissioner to Malaysia Vanu Gopala Menon previously said there was currently no requirement by the Singapore government to provide random Covid-19 tests for foreign workers while Singapore's Ministry of Health has said that Covid-19 testing is only performed when clinically indicated, for patients and their close contacts.""That means a Malaysian can't get the test done in Singapore unless they are symptomatic, "" Datuk Hasni said in an interview in the Johor district of Iskandar Puteri.""We hope Singapore will allow for some exemptions so that Malaysians who want to return can get this test done at its clinics or hospitals, "" he said.Hasni said he was confident that the matter would be discussed through the Malaysia-Singapore Special Working Committee on Covid-19 for a solution to be reached.He said since Malaysia implemented the Movement Control Order (MCO) on March 18 to curb the coronavirus, it has resolved certain issues, including easing the movement of cargo, essential and non-essential items between both countries as well as accommodation for Malaysian workers in Singapore.""The government will not stop Malaysians returning from Singapore and I can assure them that our frontliners have taken all the necessary steps and procedures at our border, "" he said.Hasni urged returning Malaysians to give their full cooperation to the frontliners conducting the necessary screening and testing at the checkpoints.On the number of Malaysians returning from Singapore after the island republic started its own measures to curb the spread of the virus, Hasni said the biggest influx was registered on April 3 with some 3,400 people. ""Since then there have been between 500 and 600 Malaysians coming back per day and we have been able to cope with the numbers, "" he added.-they-returnjust tell them all healthy and get them home to malaysia.",0.12941391941391941
58,wait the FWs do something naughty onboard how,-0.15000000000000002
59,"Now Singapire has 1309....in total Likely to go pass 1400 these coming daysAssumption of 120 x 2, easily 200 per day soon. And it will keep multiplying since no sick no mask.Then give lousy mask without proven of virus protection.",0.05809523809523811
60,He has always been solid when people listen. But a lot of boomers and old folks already condemned him. Hard to change mindset.,-0.0638888888888889
61,Given the the huge amount of cases I bet the dorm transmissions started way earlier than they even noticed.,0.20000000000000004
62,Use taxpayers money for these because MOM failed to regulate Dorm Operators/Employers on these cramped housing conditions.Companies failed to automate and wish to forever rely on cheap foreign labour. Lack of strategic foresight to clamp down on the number of cheap foreigners labours and keep issuing large amount of work permits. Covid-19 has exposed the incompetence of these policy makers,-0.03803854875283446
63,I tot it said here got 323K dorm residents?  wat I really wanna know is how many have they already tested.Are they trying to hide that to prevent us from knowing the real dorm infection rate?323K are the total cases in SG. but how many they tested is not known. They never had a specific number for who exactly got tested.,0.2357142857142857
64,"At the end of this lockdown on 1st June, you WILL eat yours.And I will be here to cheer it It is rather sad, don't you think, that this forum is so desperate for bad news, they would rather wish ill on their fellow Singaporeans?God, this is laughable.Simi lockdown?? It is a half-fark CB hor.Pretending that everything is hunky dory is even sadder. The reality is that we have been doing very poorly due to some grave mistakes made and continue to be made. Sure one day this will be behind us. But it will take a lot longer, cost us a lot more money, plenty of job loss, thousands of failed business than necessary. That is just my personal view.",-0.21136363636363634
65,Now dormitories owner n operator must pay double. For another month for lockdown..Why LHL never says about Dormitories owner n operator. Why why he so quite?.Why. Why n why keep on punishing us. Sinkies?.And why all this million dola salary still TCSS. Noscape goat want. Especially Joe.,0.0
66,"Finally start moving the ""okay"" ones into barracks. I hope got encik to watch over them, make sure they do area cleaning every/every other day and not turn it into another slum.And few days ago still see EDMWers say army barracks as bad as dorm. If bored, ask them go run and kiss the tree ",-0.07499999999999997
67,"Logically, they scared foreign workers get upset and start another little india. Look at their numbers... in ancient china, even Cao Cao's army is smaller than this.284K x 30% = 85K. We can sneak pass japan (11.9k) this week and start to challenge China (82K) next week onwards.",-0.0125
68,no wonder come up with circuit breaker.. they already predicted this based on the suspected/tested cases,0.0
69,"It's not that the govt didn't take action until it was too late, they did, just not effectively in the dorms.

Additionally, policies from a previous epidemic can be used, and were used for the community and country, in preparation for the covid, but there was a sense of over-reliance on what was done for SARS, that some areas were overlooked. SARS didn't have widespread community transmission, but Covid-19 did.

So in this aspect, the government had to think of the possibilities in which the Covid-19 situation could get worse, and plan policies from there. But because at each escalation of the situation, things were changing quite fast, they didn't evaluate properly (or at least that's what we think) the consequences of each action.

The govt isn't wholly incompetent in the handling of epidemics, in fact, we did some necessary steps, such as the banning of flights, but the parts where they didn't, it was a case of wrong timing, and various other factors. 

For us to discuss the incompetence, we also have to realise the amount of available information at that point in time when they planned a policy. We must realise also that when we are discussing a past event, we already know the consequences of the policies. 

They did do quite a good job imo, outside the dormitories, with some errors that could have been prevented, but in relation to the dorms, it can be said that what could have been done probably wasn't to expectations.",-0.06620370370370371
70,IKEA ones so fast kena?,0.2
71,Close down the paperJail the editor,-0.15555555555555559
72,Singapore aiming forAsian champion??Asian Champion is China leh. Mlmlwml.,0.0
73,"Are they trying to make it a norm and stop doing annex coz the virus is out of control Liao?MOH better come clean... Since around 7.25pm according to CNA, we already knew the total figure.So many hours Liao still cannot come out with the annex??Is the 120 fake figure?",0.17333333333333334
74,"A government who think too highly of themselves, and denigrate Oppo and all their critics as useless and destructive to country.Now we can see how really “better” they are.    Sent from Xiaomi MI A2 using GAGT",-0.10999999999999999
75,You mean DORSCON feint Orange,-0.3125
76,"2 weeks later, Lawrence on Youtube: ""Unfortunately, we do not have the luxury of the benefit of hindsight.""",0.125
77,"Waa nice, abit too extravagant, but okay la, rewarding their contributions to Singapore, enjoy their stay while they canSent from Samsung SM-G975F using GAGT",0.5
78,Singapore - a playground for the rich while the poor get to eat sh**,-0.012500000000000011
79,This circuit breaker is really a time bomb Just Do a proper 7 days lock down .If not chain reaction = bangala - maid - household,0.014814814814814808
80,">	A WhatsApp message claimed that the situation could ""very quickly spiral out of control"" if maids met infected workers and carried the virus back to their employers.

The sense of superiority is off the chart. Most employers don’t even allow their maids to go out during normal days and you think they have a free reign for outdoor activities during this period? 

“Oh no. My maid contracted covid19, must be from other foreign workers, definitely not me or my family who spent 24/7 with her.” 

As usual, shift the blame to foreign workers when you don’t need them.",0.06893939393939394
81,Have u seen any nation rejecting their sick citizens from returning? Didn’t we just import back some 200k sinkies sick or not?The idea is to charter a few flights send those wanting to go back one go back. Every less FW here relieves the space and better care for those remaining.Do we really have the means to take care of them this period?Malaysia just announced that. All msians not allowed back.  Ask them stay put here. Now they r our problems,-0.10952380952380954
82,"Valid points!

My mum also said that with so many infected from the dorms, surly they don’t just hang around with themselves. 
They would be also going to markets to buy food, socialise with locals, helpers, etc. 

No such thing as us and them if we are on the same land anyway.",0.16666666666666666
83,"As for adults, only those who are engaging in strenuous exercises like running and jogging do not have to wear a mask, but they will have to put it on once they stop exercising.dumb loophole again everywhere you go just sprint.dont force the govt to create rule and law for every single thing lah.try to stay at home if possible.  jumping jack, jogging on the spot, skip rope, HIIT, so many to do.all these fuggers spoil market, thats why more and more rules.",0.2612244897959184
84,Ya she seem like age alot within these few monthLast time my boss under stress one month maciam like aged 10 years.,-0.15000000000000002
85,One big fire and all of them hum kar chan for sure 🔥,0.25
86,Squeezing water out of stone.  This is not an admission.  I read it as only when we see the widespread infection in the dorms then we could possible know.  And this virus is unprecedented so we had no way of knowing...,0.19999999999999998
87,It's not an excuse to be complacent.,-0.05
88,"Unfortunately with or without increase in pay, the constuction industry has already moved on to prefabs and in the future large scale 3D printing.",-0.09523809523809523
89,"I dont think the conditions are appalling. Its a dorm and very close quarter living. But appalling ? Come on - you would have had typhoid, cholera etc if thats the case .",-0.16666666666666666
90,"Cant Tekong.. if they fall sick, its logistic pain to bring them back  for treatment.. the trip there is also dangerous if we have to put all on a boat..  Mass testing better ..",-0.20357142857142857
91,"Again, the covid problem has to do with hygiene, ability to social distance, and therefore applies only to errant dorm operators. It’s NOT a problem with race or nationality, which you appear to keep insinuating. At the moment, the government has released statements explaining how they will manage the quarantine of affected dorm communities. Are you saying that is not enough? If so, kindly explain why more and more money needs to go into this specific issue, and starving out other VWOs working on other social problems?

Second, I asked you a question. How is that creating a strawman? Are you implying you had the intention to create a misleading train of thought? Or are you trying to create a straw man for yourself now? If dorm operators following social distancing protocols, then each building and each storey should have been partitioned accordingly. That makes it practically no different from us living in our own HDB and only venturing out for necessities. So are you saying:

1) Dorm operators all ignore the rules?
2) The migrant workers are at fault for ignoring the rules?
3) You are privy to some other information that you are not reporting to assist the authorities?

Again, that final statement is a strawman. I’ve never disagreed the dorm issue isn’t worth government attention. I’ve said there’s a disproportionate amount of attention given to it, considering other issues present as well. If you have an issue with that, OR an opinion, then feel free to share in that context. I don’t see what reasonable person would continually take my words and twist them into something else.",0.11739130434782609
92,"...-590-casesS11 dormitory cluster alone grows to almost 590 cases. Tell me, give me a good reason why the dorm operator shouldn't be fined. At least, make the owner pay for part of the medical bill of the dorm workers.",0.13333333333333333
93,They full lockdown for 1 month already leh..Today suppose to be lifted.. They started seeing results only last week when numbers start dropping to the Low 2xx and high 1xx range,0.10200000000000001
94,"Then how are u gonna do it? Either options will have their downsides, they have to choose one. If there is a mixture, one day grp the numbers tgt, other days separate, thats only gonna cause more confusion. What im tryna say is they do it one way or another, both will have their downsides. You just have to pick which one would be relatively ‘better’. And since a govt is a organization that would have his/her citizen wellbeing first(as a govt should), they would prioritise the option that would ‘cater’ to their citizens first. And u understand that they tryna keep the citizens calm, theres ur answer, yes there will be downsides but its choosing ‘the lesser of two evils’ in a way. Its not ideal but it is what it is unfortunately. And u would want the govt to be firm, and not on the fence when it comes to decision making, so they decided to take this path.",0.027500000000000007
95,The good news is fatality is still low and majority of the workers are young and healthy. There may have been a screw up with neglecting the dorms but efforts are being made to make up for it. We will continue seeing more cases but it is a good thing. We can only fight the cases we can see.,0.35714285714285715
96,The early case of wuhan tourist who went church. Got charged yet?,0.1
97,You beat Raham today? Can it be?,0.0
98,10% hit rate.,0.0
99,con-struction?,0.0
100,The solution is very simple.- Leave enough food and lock all the gates. - Wait for 14 days- Open the gate and remove the 3% who died.- the rest of the 97% will have gain herd immunity and we can jitao deploy them to work without fear.The gahman can thank me later.,0.0
101,Josephine jialat liaoPosted from PCWX using Pixel 4 XL,0.0
102,In 古惑仔 such triads movies...The 大佬 will “scold” or “punish” his men first when they made a mistake.. to avoid the enemy or 龙头 to punish them more heftily or even kill them off...,0.25
103,"I believe this is one of those “wow, you don’t say?” statements. 

Or to put it more bluntly, “No shit, Sherlock.”",0.2333333333333333
104,You can be a small family living in a three storey residence and all can still be infected judging by one of the earliest cases here. I really doubt spreading them out a bit more will stop infections from spreading.,0.15
105,Bobian need to get these FW back to work cos now sinkies are doing their work in order not to delay the ongoing projects according to my fren.,0.0
106,"hope pap does a long hard look b4 doing thisredhill a lot of old folks 1, 1 bangala kenna = entire area ggIf i had known...... ",-0.06041666666666667
107,"Not good enough to prevent the COVID-19 outbreak amongst their community, and that’s really the only yardstick which matters at this point.",-0.03749999999999999
108,"Funny, NS Recruits also live in very close proximity in their bunks.  You don't see it looking like a 3rd world ****-hole because of mandatory area cleaning every morning.Those people don't even have the common sense to properly clean their dorms.-in...izen-reactionsIn the 70s-90s NSF are task to do the area cleaning themselves, from bunk, toilet, parade square, Cook house, NCO and Officer mess saving mindef Millions of $$ instead of outsourcing to vendors/cleaners and also have area cleaning standby and checkFrom 20s onward, they start to outsource the cleaning to vendor/cleaners Whereas for foreigner workers, their dorm is clean by cleaners, hence they is bo chup",0.05613636363636365
109,"how comes so long still no MOH release, only got numbers",-0.025
110,Can hire back BG Lui Tuck Yew?I like him,0.0
111,"in 2 week time, you will eat your words.At the end of this lockdown on 1st June, you WILL eat yours.And I will be here to cheer it It is rather sad, don't you think, that this forum is so desperate for bad news, they would rather wish ill on their fellow Singaporeans?God, this is laughable.",-0.5599999999999999
112,"was making croissant base when my mom said 728 and i was like ?? Singapore ? 

wah fuck legit real shit; at least it's 48 local, since the locals and foreign workers don't interact a lot? hm.. should be ok? honestly idk. hope we don't hit 4 digits tmr",-0.10312500000000004
113,Great,0.8
114,Most are from Dorm.I hope the authorities gave us 2 sets of reports.One from the Dorm.The other outside the Dorm.Dorm  or not       It is the government responsibility and  accountability for lack of control .  We don’t accept  average results from elitist ministers,0.05625
115,Those r pretty big mistakes...,0.125
116,Lol... On the radar still can blow out... Like this what the use of the radar?,0.8
117,Realistic.,0.16666666666666666
118,"fyi , a [JV](-markets/mm2-asia-sph-to-jointly-operate-asiaone) between mm2 (51%) and SPH(49%) .",0.0
119,蒸蒸日上......,0.0
120,"So, before we pay more, can we see the bill, with a line-item breakdown? I'd like to see what I used to be paying for, vs. what I'll be paying more for.

Paying more isn't necessarily out of the question, but presenting a pay-more-or-they-suffer statement is too simplistic if you want a blank cheque.",0.16666666666666666
121,"Actually i quite impressed by the rich. Look at this thread for example. Not a single photo of the ppl being discussed.Instead, i see Dr Chee photo.Good to be rich and powerful. Ppl no dare offend.",0.34761904761904766
122,"Masks wouldn’t help much, the foreign workers will get it anyway",0.037500000000000006
123,But the food they provide was quite bad according to some FW tat posted on LHL’s twitter. Was 70% rice and 10% meat and 20% veg. And dry as fuck,-0.38888888888888884
124,That time pink make announcements then we start to have double digit cases shortly. Hopefully we don't go into triple digits for next 2 weeks. Pray for SGwhy do you think pinky announce circuit breaker?obviously things were getting out of controlopen legs some more lah  ,0.08
125,wah i so agree with u man! hahahaha,0.2
126,"Awful start to the week, but this is great news in such times. Tomorrow half the amount again!",-0.10208333333333332
127,Dorm cluster sexploded ,0.0
128,"i thought if you are infected .. you should be isolated and ""monitored""still can walk around and go staircase ? like that can walk to cheers and buy drink or not ?MOH must sexplain why infected patient can walk freely. Like that go Northpoint buy BB tea also can right?",0.34285714285714286
129,"Go to CNA’s facebook under this article and you’ll understand why this was not done from the start. There are a lot of keyboard warriors out there who can easily slam the gov for the standards of the doms since it does not impact them. But the moment it is known that a dom will be constructed near them, they’ll forgot about their social justice calls and only care about themselves.",0.14166666666666666
130,"For those joggers how? Jogging don't need to wear mask, but if taking a cooldown walk must take out mask?",0.0
131,But it shows that the factor for the spread is not foreign workers but rather the dormitories. I think separating is useful and helpful. I don’t find it discriminatory.,0.18125
132,STI will chiong tomorrowgood friday how to chiong ,0.0
133,"Maybe he thought he was being packed off to concentration camp like in North Korea... On the other end of the ride is a gas chamber

I wouldn’t put it past us if I were him",-0.1875
134,Still don't want to close school immediately.Sent from HUAWEI TRT-L21A using GAGTI dun understand why must wait until Wed then close school. Why must wait until Tues then close business.. cant close on mon meh? strange,-0.05
135,Really? Didn see any.,0.2
136,"Hard Truth: If they remain the the dormitory, it will be just like those cruises with a few covid19 infected passengers. Sooner or later, more of them will get infected.Solution: Take them out and put them in quarantine facilities (chalets, hotels, Singapore expo, St John island, Coney Island).Not dispersing them fast is a recipe for disaster.I hope government will act fast and learn from the diamond princess incident. It is a time bomb for them to live together in the dormitory.Somemore diamond princess already has a better ""living"" condition than the dormitories!",0.1462121212121212
137,That’s a lot... imagine right now in your room there’s 11 strangers. Now try safe distancing. We all should be thankful about our current situation,0.2619047619047619
138,"If she base it on 17 years ago govt well preparation against Sars, she is crazy.Sent from HUAWEI TRT-L21A using GAGT17 years ago, LKY was still around...",-0.8
139,"The CB will not help here - the dorms are a special situation where population density is high and many people share the same spaces. 

Outside the dorms, it's likely the CB won't be needed anymore in 2 weeks.",0.16952380952380952
140,"And then the time between first symptoms, drs visit, referral and positive test result.",0.23863636363636365
141,"Some would blame littering to the number of FTs we have, even without tourists.",0.0
142,"getting lower, can break CB already?",0.0
143,"Good deal, cost and statistics all borne by SG.Sent from Samsung SM-N960F using GAGT",0.7
144,"The problem is the owners are always close to the powers that be. People wanna gripe about the low income families seemingly skivving off state benefits, but they hv no idea the extent of state benefits extended to the top 1% in the name of GDP...",0.25
145,"everyday 1k plus case, how to trace? Some more language barrier, how to interview each and everyone of thembasic information. which dorm, which work place. as a start. before they stopped giving out info in the annex the unlinked dorm cases are huge. This is the graph up till 19th. You can see how many unlinked dorm cases are there. I don't want to be too critical especially it's obvious their manpower is stretched, but those basic information should be more then enough as a start to see if there are any links to any other construction sites. It seems to be their collation of info is not that efficient.When i was tracking the cases, S11 got 1K++ cases but not a single link to any construction sites or other work places.",0.11043956043956046
146,Really? This real?-12625776,0.2
147,"They sending ex saf personnel to clean blangla toilet?Something like that. it is not like Dr Ng is helping to clean Jo's toilet. From Khaw's yesterday tweet,  is fighting to be the next Min for Mom. TCH is busy nego with Msia on those stuck jhk. With 3 3G assisting MoM, no wonder Jo can finally find some relieve to pack masks.",0.13333333333333333
148,why on feb ask bosses dont sent workers to test,0.0
149,They only used 2 Expo halls. Still got plenty. I think what's more concerning is the number of healthcare workers. Don't think will enough at this rate.,0.16666666666666666
150,"You joker ah? Reservists go back and risk kena the virus? For what? Govt got pay anot? These ex regulars are paid leh to do it leh, it's like mercenary.Govt will never recall reservists unless they want even more civil unrest from OWN citizen.u not local right?army regulars must know how to siam here and there oneif not how to JLB until 55 then retire to be a security officer?",0.275
